PACKET_ID,PACKET_TYPE_Control_Packet,CONTROL_PACKET_TYPE_DIO,CONTROL_PACKET_TYPE_App1_CBR,CONTROL_PACKET_TYPE_DAO,SOURCE_ID,RECEIVER_ID,NW_LAYER_ARRIVAL_TIME(US),MAC_LAYER_ARRIVAL_TIME(US),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS_Successful,PACKET_STATUS_Collided,Class Type
40,0,0,1,0,2,8,7604726,7604726,0,1,0,0
40,0,0,1,0,2,6,7591974,7591974,6,1,0,0
40,0,0,1,0,2,7,7610760,7610760,0,1,0,0
40,0,0,1,0,2,8,7610775,7610775,0,1,0,0
40,0,0,1,0,2,6,7591974,7591974,6,1,0,0
40,0,0,1,0,2,7,7616169,7616169,0,1,0,0
40,0,0,1,0,2,8,7616184,7616184,0,1,0,0
40,0,0,1,0,2,6,7591974,7591974,6,1,0,0
40,0,0,1,0,2,7,7621898,7621898,0,1,0,0
40,0,0,1,0,2,8,7621913,7621913,0,1,0,0
40,0,0,1,0,2,6,7591974,7591974,6,1,0,0
40,0,0,1,0,2,7,7627947,7627947,0,1,0,0
40,0,0,1,0,2,8,7627962,7627962,0,1,0,0
40,0,0,1,0,2,6,7591974,7591974,6,1,0,0
40,0,0,1,0,2,7,7633676,7633676,0,1,0,0
40,0,0,1,0,2,8,7633691,7633691,0,1,0,0
40,0,0,1,0,2,6,7591974,7591974,6,1,0,0
40,0,0,1,0,2,7,7639405,7639405,0,1,0,0
40,0,0,1,0,2,8,7639420,7639420,0,1,0,0
40,0,0,1,0,2,6,7591974,7591974,6,1,0,0
40,0,0,1,0,2,7,7645454,7645454,0,1,0,0
40,0,0,1,0,2,8,7645469,7645469,0,1,0,0
